Feature,Normalized.Dispersion
GRCh38_ENSG00000238009,0.12145759208150057
GRCh38_ENSG00000239945,nan
GRCh38_ENSG00000237491,-0.9236411538784418
GRCh38_ENSG00000177757,nan
GRCh38_ENSG00000225880,1.259268688424976
GRCh38_ENSG00000230368,0.608376938292755
GRCh38_ENSG00000230699,nan
GRCh38_ENSG00000241180,nan
GRCh38_ENSG00000188976,-1.3903950639036375
GRCh38_ENSG00000187961,0.2976789424679938
GRCh38_ENSG00000187583,-0.8801284811790541
GRCh38_ENSG00000272512,-2.143363525941425
GRCh38_ENSG00000188290,4.568135461827679
GRCh38_ENSG00000187608,4.389227132337727
GRCh38_ENSG00000224969,nan
GRCh38_ENSG00000188157,-0.3737246910271333
GRCh38_ENSG00000237330,nan
GRCh38_ENSG00000131591,-0.8276949112718838
GRCh38_ENSG00000223823,2.368454792061721
GRCh38_ENSG00000162571,nan
GRCh38_ENSG00000186891,7.70618401624948
GRCh38_ENSG00000186827,4.42454881262887
GRCh38_ENSG00000078808,-0.07303853916816223
GRCh38_ENSG00000176022,1.097312703299163
GRCh38_ENSG00000184163,6.854186364250116
GRCh38_ENSG00000260179,nan
GRCh38_ENSG00000160087,0.12110998955793259
GRCh38_ENSG00000230415,0.06374546897013778
GRCh38_ENSG00000162572,-1.2764621800816358
GRCh38_ENSG00000131584,1.0081767627737908
GRCh38_ENSG00000169972,-0.29944987198101836
GRCh38_ENSG00000127054,1.550359523750154
GRCh38_ENSG00000224051,-0.014291893719241531
GRCh38_ENSG00000169962,0.5098256743660907
GRCh38_ENSG00000107404,6.01569360784815
GRCh38_ENSG00000162576,2.1189521708596
GRCh38_ENSG00000175756,-1.884743212129573
GRCh38_ENSG00000221978,1.3849481655660592
GRCh38_ENSG00000242485,-1.0917749070368208
GRCh38_ENSG00000272455,-0.6703925490939873
GRCh38_ENSG00000235098,-2.158259190228358
GRCh38_ENSG00000215915,-0.15429719267947564
GRCh38_ENSG00000160072,-0.8573563165183749
GRCh38_ENSG00000197785,-0.3553193102616058
GRCh38_ENSG00000205090,-0.011560778908263946
GRCh38_ENSG00000160075,-0.23737067318340602
GRCh38_ENSG00000215014,1.7619248348820216
GRCh38_ENSG00000228594,-1.9040518444345436
GRCh38_ENSG00000272106,-0.5867540089476314
GRCh38_ENSG00000197530,0.42780278548084644
GRCh38_ENSG00000189409,3.221557669837289
GRCh38_ENSG00000248333,4.923040356740997
GRCh38_ENSG00000272004,-2.036311030253403
GRCh38_ENSG00000189339,-1.0079519988445078
GRCh38_ENSG00000008128,-0.47537364716529495
GRCh38_ENSG00000215790,3.4478869899742044
GRCh38_ENSG00000008130,-0.12359374077470715
GRCh38_ENSG00000078369,1.3629334947673752
GRCh38_ENSG00000231050,0.7991214833026654
GRCh38_ENSG00000178821,nan
GRCh38_ENSG00000142609,1.8340394355404
GRCh38_ENSG00000187730,23.03334719793132
GRCh38_ENSG00000067606,2.513188674614718
GRCh38_ENSG00000271806,0.09618149707343615
GRCh38_ENSG00000162585,0.013353846087018057
GRCh38_ENSG00000157933,4.5553515553805966
GRCh38_ENSG00000116151,1.075230642732383
GRCh38_ENSG00000157916,-0.45580288630160976
GRCh38_ENSG00000157911,-1.3904483120091757
GRCh38_ENSG00000149527,7.063390481012661
GRCh38_ENSG00000224387,nan
GRCh38_ENSG00000157881,-0.27082041039002774
GRCh38_ENSG00000272449,3.3766157439120246
GRCh38_ENSG00000238164,0.44407445336902396
GRCh38_ENSG00000157873,-0.49307919837825054
GRCh38_ENSG00000228037,-0.8457522636041369
GRCh38_ENSG00000157870,-0.7037973735473365
GRCh38_ENSG00000142606,-2.083246269312184
GRCh38_ENSG00000215912,4.467104459995321
GRCh38_ENSG00000177133,nan
GRCh38_ENSG00000162591,1.3705444902811446
GRCh38_ENSG00000238260,6.976167263710829
GRCh38_ENSG00000158109,-1.5179232457057856
GRCh38_ENSG00000116213,0.8525690803858411
GRCh38_ENSG00000162592,nan
GRCh38_ENSG00000235169,0.08922668079895525
GRCh38_ENSG00000130764,0.5640101598454709
GRCh38_ENSG00000116198,-0.8296406828203507
GRCh38_ENSG00000169598,-0.8387629016079329
GRCh38_ENSG00000198912,0.5649558144519522
GRCh38_ENSG00000236423,1.80182811285863
GRCh38_ENSG00000284703,nan
GRCh38_ENSG00000196581,3.5511991251362605
GRCh38_ENSG00000236948,6.349654220481451
GRCh38_ENSG00000131697,-1.226126090559647
GRCh38_ENSG00000069424,-0.7549701374290992
GRCh38_ENSG00000116254,nan
GRCh38_ENSG00000116251,-0.884182696875336
GRCh38_ENSG00000226944,nan
GRCh38_ENSG00000158286,-1.5151947397002556
GRCh38_ENSG00000116237,-0.9651971836711494
GRCh38_ENSG00000158292,-0.4527764307360652
GRCh38_ENSG00000097021,1.0147635069105456
GRCh38_ENSG00000271746,-0.870482798133671
GRCh38_ENSG00000069812,-1.0061963598225923
GRCh38_ENSG00000187017,nan
GRCh38_ENSG00000215788,7.092784820000591
GRCh38_ENSG00000171680,-0.6456870575584286
GRCh38_ENSG00000162408,0.48409279438319597
GRCh38_ENSG00000204859,-0.5204811214134639
GRCh38_ENSG00000162413,-0.3559756141880402
GRCh38_ENSG00000116273,-0.953516593361997
GRCh38_ENSG00000041988,-0.7850117549136781
GRCh38_ENSG00000007923,-0.37366420293552977
GRCh38_ENSG00000284744,nan
GRCh38_ENSG00000237436,0.15930633677681497
GRCh38_ENSG00000171735,5.696455849218714
GRCh38_ENSG00000269978,nan
GRCh38_ENSG00000049245,-1.4099406095897014
GRCh38_ENSG00000049246,-0.1724952573479164
GRCh38_ENSG00000236266,0.38847949155989403
GRCh38_ENSG00000049247,1.2707771128336987
GRCh38_ENSG00000049249,5.454729382522771
GRCh38_ENSG00000116288,-1.033668772403713
GRCh38_ENSG00000284747,-0.7970813485447915
GRCh38_ENSG00000284716,nan
GRCh38_ENSG00000116285,nan
GRCh38_ENSG00000162426,nan
GRCh38_ENSG00000142599,-0.22459528805853243
GRCh38_ENSG00000232912,-2.645888108534887
GRCh38_ENSG00000074800,-0.7534466638822885
GRCh38_ENSG00000230679,6.973521932599643
GRCh38_ENSG00000131686,-0.265776719765661
GRCh38_ENSG00000142583,0.7178993620665367
GRCh38_ENSG00000180758,0.0868157806520791
GRCh38_ENSG00000228526,nan
GRCh38_ENSG00000049239,0.2669487842811444
GRCh38_ENSG00000171621,9.980634108752222
GRCh38_ENSG00000171612,0.17666877021284483
GRCh38_ENSG00000188807,-0.12599370892233616
GRCh38_ENSG00000171608,1.2795784237111243
GRCh38_ENSG00000179840,-1.4902784481641311
GRCh38_ENSG00000231789,0.28433177317030256
GRCh38_ENSG00000171603,2.412503397975437
GRCh38_ENSG00000178585,1.0259834801327246
GRCh38_ENSG00000162441,-0.12405771944736
GRCh38_ENSG00000173614,-1.6203022975965193
GRCh38_ENSG00000162444,4.434140826599729
GRCh38_ENSG00000130939,1.0108591070816584
GRCh38_ENSG00000054523,3.543708539452884
GRCh38_ENSG00000284735,1.1574716088185448
GRCh38_ENSG00000284642,-0.21415969512718555
GRCh38_ENSG00000142657,4.174529299333933
GRCh38_ENSG00000271989,nan
GRCh38_ENSG00000251503,nan
GRCh38_ENSG00000175279,-1.0184180094143012
GRCh38_ENSG00000160049,1.7311099754238433
GRCh38_ENSG00000142655,3.507607839895417
GRCh38_ENSG00000130940,1.4747412503994386
GRCh38_ENSG00000175262,3.362537734251282
GRCh38_ENSG00000120948,1.3722614093605305
GRCh38_ENSG00000271895,-1.731749027595774
GRCh38_ENSG00000116649,-1.2303834123371935
GRCh38_ENSG00000171824,0.25333423544387346
GRCh38_ENSG00000226849,-0.566349905788512
GRCh38_ENSG00000230337,nan
GRCh38_ENSG00000198793,-1.6049500608119533
GRCh38_ENSG00000120942,0.32578982988693717
GRCh38_ENSG00000204624,nan
GRCh38_ENSG00000284708,nan
GRCh38_ENSG00000116661,1.229469322867644
GRCh38_ENSG00000132879,5.140228319364415
GRCh38_ENSG00000116663,-1.6110980600503184
GRCh38_ENSG00000116670,-1.163056600621637
GRCh38_ENSG00000162490,-0.22549251198733863
GRCh38_ENSG00000177674,3.621465824778452
GRCh38_ENSG00000215910,0.5872389177108127
GRCh38_ENSG00000177000,1.0089466355110444
GRCh38_ENSG00000011021,2.237969026245863
GRCh38_ENSG00000242349,10.090140723815752
GRCh38_ENSG00000116685,-0.4677364329322297
GRCh38_ENSG00000083444,-1.7196364910730553
GRCh38_ENSG00000116688,-1.530635299736715
GRCh38_ENSG00000116691,4.825027118076244
GRCh38_ENSG00000120949,-0.6546501111755688
GRCh38_ENSG00000028137,3.0873458606831674
GRCh38_ENSG00000048707,-0.28601116200324
GRCh38_ENSG00000162496,2.6722340760507306
GRCh38_ENSG00000157330,nan
GRCh38_ENSG00000275774,nan
GRCh38_ENSG00000116731,0.10116131652637904
GRCh38_ENSG00000175147,nan
GRCh38_ENSG00000171729,-2.2713642182715588
GRCh38_ENSG00000228140,0.3462727844945216
GRCh38_ENSG00000142634,2.62578524422782
GRCh38_ENSG00000162438,nan
GRCh38_ENSG00000132906,-1.1053603148325828
GRCh38_ENSG00000116138,-0.5835655572790803
GRCh38_ENSG00000272510,-0.15250166877443472
GRCh38_ENSG00000116771,-0.8403690819635408
GRCh38_ENSG00000237301,nan
GRCh38_ENSG00000197312,1.2335488961828889
GRCh38_ENSG00000271742,nan
GRCh38_ENSG00000116786,-0.9757079820750648
GRCh38_ENSG00000162461,-1.0363389443038311
GRCh38_ENSG00000162458,6.9787577041840585
GRCh38_ENSG00000233954,-0.7929830835188844
GRCh38_ENSG00000179743,-0.8987652422305304
GRCh38_ENSG00000065526,5.289760777105277
GRCh38_ENSG00000116809,1.393592817328249
GRCh38_ENSG00000183888,nan
GRCh38_ENSG00000142627,-0.741881390652765
GRCh38_ENSG00000142632,1.0368958478211572
GRCh38_ENSG00000132881,-0.6335150624914022
GRCh38_ENSG00000037637,0.34954040529989233
GRCh38_ENSG00000055070,7.437563457474371
GRCh38_ENSG00000187144,1.320435304400719
GRCh38_ENSG00000157191,-1.5526968102556813
GRCh38_ENSG00000226029,3.73364215991552
GRCh38_ENSG00000261135,1.448851490628284
GRCh38_ENSG00000224174,nan
GRCh38_ENSG00000219481,-1.1184614424945691
GRCh38_ENSG00000058453,0.07149269039190546
GRCh38_ENSG00000238142,-1.1883378185855042
GRCh38_ENSG00000272426,7.064707208980124
GRCh38_ENSG00000159363,0.34398986551583643
GRCh38_ENSG00000117118,-2.2930779685668674
GRCh38_ENSG00000117115,-1.3984173729839529
GRCh38_ENSG00000159339,2.064069234155888
GRCh38_ENSG00000276747,-2.3633795178917336
GRCh38_ENSG00000179051,-1.6874686941247332
GRCh38_ENSG00000074964,-1.3620240248150197
GRCh38_ENSG00000159423,13.471670624354436
GRCh38_ENSG00000169991,-0.42978591535817723
GRCh38_ENSG00000127481,-1.3639015665416847
GRCh38_ENSG00000230424,-1.26662506895959
GRCh38_ENSG00000127463,-1.5182448123204149
GRCh38_ENSG00000053372,-1.8470232691632165
GRCh38_ENSG00000053371,-1.5967107419435513
GRCh38_ENSG00000040487,2.1107075389659884
GRCh38_ENSG00000077549,-0.8642978424195357
GRCh38_ENSG00000235185,nan
GRCh38_ENSG00000173436,-1.363284197875905
GRCh38_ENSG00000158747,-0.6737374530823256
GRCh38_ENSG00000162542,-1.0706759462897577
GRCh38_ENSG00000169914,2.789853102498559
GRCh38_ENSG00000127472,nan
GRCh38_ENSG00000117215,nan
GRCh38_ENSG00000187980,-0.1716300145113608
GRCh38_ENSG00000225986,1.0128955746910253
GRCh38_ENSG00000162543,1.1403041153182403
GRCh38_ENSG00000226664,3.556894813255587
GRCh38_ENSG00000162545,1.1092544715457986
GRCh38_ENSG00000090432,-0.9231054171136841
GRCh38_ENSG00000158825,1.9924513483432431
GRCh38_ENSG00000158828,-1.01610002339114
GRCh38_ENSG00000117242,-0.6410734951135059
GRCh38_ENSG00000244038,-1.443535841364428
GRCh38_ENSG00000117245,-3.589257262162685
GRCh38_ENSG00000127483,0.16245353945113752
GRCh38_ENSG00000075151,1.27375943044147
GRCh38_ENSG00000117298,6.586870754194481
GRCh38_ENSG00000231105,-0.0060897680730843135
GRCh38_ENSG00000142794,nan
GRCh38_ENSG00000090686,0.6514866375009138
GRCh38_ENSG00000187942,-1.8551414182615524
GRCh38_ENSG00000142798,-0.7810358780152212
GRCh38_ENSG00000228397,-0.03908716885186478
GRCh38_ENSG00000070831,-0.7890235211160928
GRCh38_ENSG00000271840,-1.2445562887542934
GRCh38_ENSG00000184677,1.3896318084346995
GRCh38_ENSG00000173372,6.416097069508986
GRCh38_ENSG00000133216,-2.973116710603492
GRCh38_ENSG00000004487,-1.5921935720982707
GRCh38_ENSG00000169641,4.50476060280963
GRCh38_ENSG00000261326,8.720392284182587
GRCh38_ENSG00000284726,0.18353509072479016
GRCh38_ENSG00000125944,-0.884423632453975
GRCh38_ENSG00000125945,1.684750777445452
GRCh38_ENSG00000249087,-1.984099530285287
GRCh38_ENSG00000204219,-0.12652975702638652
GRCh38_ENSG00000007968,-0.4359457252877574
GRCh38_ENSG00000117318,9.203601185199956
GRCh38_ENSG00000197880,0.14810023844089532
GRCh38_ENSG00000142676,-0.8511526976574527
GRCh38_ENSG00000011007,-2.00716413578197
GRCh38_ENSG00000236810,-0.33402711396960383
GRCh38_ENSG00000057757,-1.1572799752808336
GRCh38_ENSG00000011009,-0.4738835125373705
GRCh38_ENSG00000117308,-1.2376287660484067
GRCh38_ENSG00000117305,-0.0880391948679017
GRCh38_ENSG00000179163,-1.2861944364869473
GRCh38_ENSG00000188822,2.6220602160534154
GRCh38_ENSG00000189266,-0.9399520160847527
GRCh38_ENSG00000188529,-0.48843352571263715
GRCh38_ENSG00000142661,nan
GRCh38_ENSG00000185436,0.10106472608655978
GRCh38_ENSG00000001460,2.0725269411569633
GRCh38_ENSG00000001461,-0.05792426921901926
GRCh38_ENSG00000117602,3.5120378975107958
GRCh38_ENSG00000264443,-0.5945422089825692
GRCh38_ENSG00000184454,nan
GRCh38_ENSG00000133226,0.20078981777434726
GRCh38_ENSG00000169504,6.753706526289385
GRCh38_ENSG00000020633,1.8366854230671292
GRCh38_ENSG00000261025,nan
GRCh38_ENSG00000233755,nan
GRCh38_ENSG00000231953,3.1971559132684644
GRCh38_ENSG00000117614,-0.7049969976268955
GRCh38_ENSG00000284657,nan
GRCh38_ENSG00000117616,0.03386211770486654
GRCh38_ENSG00000272432,0.6686429258074423
GRCh38_ENSG00000187010,1.6334101066018796
GRCh38_ENSG00000183726,0.3569654333449961
GRCh38_ENSG00000188672,1.2158656392457505
GRCh38_ENSG00000204178,0.28231344399591657
GRCh38_ENSG00000157978,5.2352512587296
GRCh38_ENSG00000225643,0.42256230013607826
GRCh38_ENSG00000117643,-0.8103485115162388
GRCh38_ENSG00000233478,1.8038924066230415
GRCh38_ENSG00000162430,-0.8370257179368743
GRCh38_ENSG00000228172,11.251710436939922
GRCh38_ENSG00000117640,2.6842196821839006
GRCh38_ENSG00000236528,-2.0370256655620094
GRCh38_ENSG00000182749,-1.0165972151586138
GRCh38_ENSG00000117632,9.58324578808683
GRCh38_ENSG00000158006,1.2588930187726428
GRCh38_ENSG00000158014,nan
GRCh38_ENSG00000175087,-1.012307775165847
GRCh38_ENSG00000142684,-1.5131702102073818
GRCh38_ENSG00000142675,-0.39860705597261953
GRCh38_ENSG00000130695,-1.2089006070460815
GRCh38_ENSG00000142669,2.261164681487445
GRCh38_ENSG00000158062,-0.43311829611181984
GRCh38_ENSG00000169442,-0.08337716035820467
GRCh38_ENSG00000176092,-1.1088204242139024
GRCh38_ENSG00000176083,19.29276092398319
GRCh38_ENSG00000131914,nan
GRCh38_ENSG00000117682,0.3285058078966463
GRCh38_ENSG00000198830,-0.3040442654491931
GRCh38_ENSG00000117676,-1.051476324502061
GRCh38_ENSG00000260063,0.4858564364947226
GRCh38_ENSG00000117713,0.5195040651667292
GRCh38_ENSG00000060642,-1.0704074135241335
GRCh38_ENSG00000204160,-0.0016814435766126514
GRCh38_ENSG00000175793,nan
GRCh38_ENSG00000142751,-1.464241432442569
GRCh38_ENSG00000198746,-0.3138138281623776
GRCh38_ENSG00000090273,-1.6685988711083652
GRCh38_ENSG00000175707,-0.5753911986320135
GRCh38_ENSG00000253368,0.13238548996836616
GRCh38_ENSG00000158246,nan
GRCh38_ENSG00000090020,-1.534267584479634
GRCh38_ENSG00000142784,0.5818157323954845
GRCh38_ENSG00000186501,0.6684542642479042
GRCh38_ENSG00000142765,2.114767348087609
GRCh38_ENSG00000142733,-0.8847424687313727
GRCh38_ENSG00000181773,nan
GRCh38_ENSG00000158195,-0.4052951079977853
GRCh38_ENSG00000237429,16.05952779216294
GRCh38_ENSG00000126705,5.921058850913531
GRCh38_ENSG00000000938,2.817343566213239
GRCh38_ENSG00000126709,1.254956086073539
GRCh38_ENSG00000009780,0.5178729976101232
GRCh38_ENSG00000117758,-0.6869191678101323
GRCh38_ENSG00000117751,-1.7989818728100027
GRCh38_ENSG00000130775,0.7697512468377546
GRCh38_ENSG00000117748,-0.7914220795706869
GRCh38_ENSG00000130768,nan
GRCh38_ENSG00000227050,nan
GRCh38_ENSG00000158156,-0.6572708990155838
GRCh38_ENSG00000158161,1.5217347066112423
GRCh38_ENSG00000169403,0.7524350953383063
GRCh38_ENSG00000126698,-1.0894559230182184
GRCh38_ENSG00000130770,-1.0907602632107378
GRCh38_ENSG00000270605,1.22805169134967
GRCh38_ENSG00000271398,nan
GRCh38_ENSG00000130766,-0.5774000128593758
GRCh38_ENSG00000130772,3.4908000492659474
GRCh38_ENSG00000204138,0.4486495752714275
GRCh38_ENSG00000180198,-1.3592259517388263
GRCh38_ENSG00000180098,-0.5467040873576755
GRCh38_ENSG00000197989,2.4577095978979266
GRCh38_ENSG00000120656,-2.0453685420133803
GRCh38_ENSG00000188060,0.9124025245799615
GRCh38_ENSG00000270103,-0.8024589223353529
GRCh38_ENSG00000162419,-0.034642511569015384
GRCh38_ENSG00000198492,-0.47806437820915537
GRCh38_ENSG00000233427,nan
GRCh38_ENSG00000159023,1.7538679214319184
GRCh38_ENSG00000253304,nan
GRCh38_ENSG00000116350,-1.1842932396489574
GRCh38_ENSG00000116353,2.9860366789329715
GRCh38_ENSG00000060656,nan
GRCh38_ENSG00000162510,nan
GRCh38_ENSG00000186056,2.0138970011509914
GRCh38_ENSG00000162511,-0.8255951483706861
GRCh38_ENSG00000162512,-0.679820812575768
GRCh38_ENSG00000134644,-0.3734448214019319
GRCh38_ENSG00000060688,-2.2073630162508993
