Feature,Normalized.Dispersion
ENSG00000238009,0.12648562450508324
ENSG00000239945,nan
ENSG00000237491,-0.8801400221467706
ENSG00000177757,nan
ENSG00000225880,1.3575644166911836
ENSG00000230368,0.5732308029874695
ENSG00000230699,nan
ENSG00000241180,nan
ENSG00000188976,-1.1897469023983784
ENSG00000187961,0.280566398930673
ENSG00000187583,-0.9143966265125419
ENSG00000272512,-2.1483947992704877
ENSG00000188290,4.054030971315903
ENSG00000187608,4.214694618010439
ENSG00000224969,nan
ENSG00000188157,-0.2046665680527693
ENSG00000237330,nan
ENSG00000131591,13.417096188872264
ENSG00000223823,2.4471526853841152
ENSG00000205231,nan
ENSG00000162571,nan
ENSG00000186891,7.427417980353796
ENSG00000186827,4.338395094111327
ENSG00000078808,0.9568543465339127
ENSG00000176022,1.1033082778182437
ENSG00000184163,7.1731519724198325
ENSG00000260179,nan
ENSG00000160087,0.22268249985567956
ENSG00000230415,-1.0914557840027386
ENSG00000162572,-1.2710228743227034
ENSG00000131584,0.992648943869613
ENSG00000169972,-0.32708805502005456
ENSG00000127054,1.4790475274063866
ENSG00000224051,-0.024343931732320166
ENSG00000169962,0.5103709362158936
ENSG00000107404,5.817190854417021
ENSG00000162576,2.1998157717196376
ENSG00000175756,-1.8750435326509807
ENSG00000221978,1.3143252802988088
ENSG00000242485,-1.0934993653176737
ENSG00000272455,-0.7054630156729988
ENSG00000235098,-2.223508117018376
ENSG00000215915,-0.10270044967443971
ENSG00000160072,-0.8038311794890073
ENSG00000197785,-0.3442639252116892
ENSG00000205090,-0.017601065307663925
ENSG00000160075,-0.7926835678183223
ENSG00000215014,1.7965038170347174
ENSG00000228594,-1.9689187140083197
ENSG00000272106,-0.5642733153433138
ENSG00000197530,0.3470271745571915
ENSG00000189409,3.2701677071098936
ENSG00000248333,4.651312859513836
ENSG00000272004,-2.1167938519194753
ENSG00000189339,-1.0303331592721707
ENSG00000008128,-0.36965471955833845
ENSG00000215790,3.3930322867260068
ENSG00000008130,-0.11127823192089539
ENSG00000078369,0.011544964380182413
ENSG00000231050,0.8179655498452317
ENSG00000178821,nan
ENSG00000142609,nan
ENSG00000187730,27.705792705361716
ENSG00000067606,2.552816388843701
ENSG00000271806,0.008089182214297518
ENSG00000182873,nan
ENSG00000162585,-0.0028049521526743336
ENSG00000157933,4.450482077146319
ENSG00000116151,1.1095855321265111
ENSG00000157916,-0.4949306043407854
ENSG00000157911,-1.411031428066466
ENSG00000149527,7.152609890054595
ENSG00000224387,nan
ENSG00000157881,-0.20001887352038378
ENSG00000272449,3.449327932439124
ENSG00000238164,0.4500200545284202
ENSG00000157873,-0.5307321938372717
ENSG00000228037,-0.8463129361480854
ENSG00000157870,-0.7445387156687827
ENSG00000142606,-1.3449947980399868
ENSG00000215912,4.701886282571344
ENSG00000177133,nan
ENSG00000162591,1.4241315109852395
ENSG00000238260,6.977362535211045
ENSG00000158109,-1.48160753639866
ENSG00000116213,0.8306208741344984
ENSG00000235169,0.09320941221444201
ENSG00000130764,0.6041069442695532
ENSG00000116198,-0.83100189261645
ENSG00000169598,-0.8564400687236199
ENSG00000198912,0.582667327654458
ENSG00000236423,1.8388302455600127
ENSG00000284703,nan
ENSG00000196581,3.5993117261518206
ENSG00000236948,6.5528827081080605
ENSG00000131697,-1.2397753666173559
ENSG00000069424,-0.8508073328458686
ENSG00000116254,nan
ENSG00000116251,-0.8770066793603531
ENSG00000226944,nan
ENSG00000158286,-1.5565346443678003
ENSG00000116237,-1.0328394658421896
ENSG00000158292,-0.45944081086457067
ENSG00000097021,1.0584375057822664
ENSG00000271746,-0.8765421123966958
ENSG00000069812,-0.5108610147270397
ENSG00000187017,0.05990649317362815
ENSG00000215788,6.852380128659199
ENSG00000171680,-0.6339930832311838
ENSG00000162408,0.04709747989454477
ENSG00000204859,-0.5218451564173527
ENSG00000162413,-0.3755578252506946
ENSG00000116273,-0.9992673507373683
ENSG00000041988,-0.814584031004988
ENSG00000007923,-0.39663177509118946
ENSG00000228750,1.9202797902810016
ENSG00000284744,nan
ENSG00000237436,0.14338301065437428
ENSG00000171735,5.438528190348122
ENSG00000269978,nan
ENSG00000049245,-1.3481649831198126
ENSG00000049246,-0.15833208925892422
ENSG00000236266,0.3830614941187868
ENSG00000049247,1.279627011840894
ENSG00000049249,5.965735356536839
ENSG00000116288,-1.0056940243378618
ENSG00000284747,-0.7901154111518791
ENSG00000284716,nan
ENSG00000116285,nan
ENSG00000162426,nan
ENSG00000142599,-0.15593287426301494
ENSG00000232912,-0.5053749670903541
ENSG00000074800,-0.7465154753630348
ENSG00000230679,7.176898373735949
ENSG00000131686,-0.27604868828375306
ENSG00000142583,0.7304799940674224
ENSG00000180758,0.12110939108882236
ENSG00000228526,nan
ENSG00000049239,0.2410650556137367
ENSG00000171621,10.328833228940722
ENSG00000171612,0.257309816935586
ENSG00000188807,-0.09164940374187168
ENSG00000171608,1.259110038462575
ENSG00000179840,-1.5325351728706924
ENSG00000231789,0.2762528769396188
ENSG00000171603,2.2330108997959806
ENSG00000178585,1.0461799632881057
ENSG00000162441,-0.13642220049342382
ENSG00000173614,-1.6224528094076995
ENSG00000162444,4.3580420467566485
ENSG00000130939,0.919661159979722
ENSG00000054523,3.4159718132788948
ENSG00000284735,-0.2861817752092913
ENSG00000284642,-0.20980359144961275
ENSG00000142657,4.216124315493668
ENSG00000271989,nan
ENSG00000251503,nan
ENSG00000175279,-1.0177409328487592
ENSG00000160049,3.009310188559523
ENSG00000142655,3.587172405371828
ENSG00000130940,1.3855095744542592
ENSG00000175262,3.443903069805415
ENSG00000120948,1.2554370205607541
ENSG00000271895,-1.8010166138391623
ENSG00000116649,-1.2423461527307984
ENSG00000171824,0.49071525877411387
ENSG00000226849,-0.5965233302130469
ENSG00000230337,nan
ENSG00000198793,-1.6318269221023112
ENSG00000120942,0.38881135879942214
ENSG00000204624,nan
ENSG00000284708,nan
ENSG00000116661,-1.1993785397400767
ENSG00000132879,5.248228975220303
ENSG00000116663,-1.6339487241230775
ENSG00000116670,-1.1325194984411107
ENSG00000162490,-0.16409704595595037
ENSG00000177674,0.3261448999489274
ENSG00000215910,0.5964216313365454
ENSG00000177000,0.9055647674891322
ENSG00000011021,1.7388150303431547
ENSG00000242349,6.735634203459148
ENSG00000116685,-0.4740752021405034
ENSG00000083444,-1.787359487709039
ENSG00000116688,-1.516468025322386
ENSG00000116691,4.901918730517361
ENSG00000120949,-0.5999972704807495
ENSG00000028137,3.106919316980376
ENSG00000048707,-0.3033102817970509
ENSG00000162496,2.685862602727907
ENSG00000116731,0.08398083542567979
ENSG00000175147,nan
ENSG00000171729,-2.361925852983266
ENSG00000228140,0.34919848174766416
ENSG00000142634,2.6324458590158315
ENSG00000162438,nan
ENSG00000132906,-1.0941366101090033
ENSG00000116138,-0.6136994927384416
ENSG00000272510,-0.1600122717882563
ENSG00000116771,-0.8925504056554869
ENSG00000237301,nan
ENSG00000197312,1.1820855371233832
ENSG00000271742,nan
ENSG00000116786,-0.973752291157678
ENSG00000162461,-1.0206154785499437
ENSG00000162458,-1.219224380605734
ENSG00000233954,-1.302133598171382
ENSG00000179743,-0.9497165306732368
ENSG00000065526,5.163965676377533
ENSG00000116809,1.3707046501885223
ENSG00000142627,-1.172065939573148
ENSG00000142632,1.1237540311090624
ENSG00000132881,-0.6298542502424799
ENSG00000037637,0.3446602784920138
ENSG00000055070,7.208127751357213
ENSG00000187144,nan
ENSG00000157191,-1.5531446713239359
ENSG00000226029,3.2948507981225905
ENSG00000261135,3.054928206393459
ENSG00000219481,-1.1399963623164566
ENSG00000058453,0.06694815031996267
ENSG00000238142,-1.184697061674317
ENSG00000272426,6.90927541236998
ENSG00000159363,4.609275519051219
ENSG00000117118,-2.266403914250035
ENSG00000117115,-1.3918656677862726
ENSG00000159339,2.021371692580673
ENSG00000276747,-2.4310693518975346
ENSG00000179051,-1.591774056612026
ENSG00000074964,-1.3566700877371458
ENSG00000159423,13.929231652530655
